Suplr_NPI,Suplr_Prvdr_Last_Name_Org,Suplr_Prvdr_First_Name,Suplr_Prvdr_MI,Suplr_Prvdr_Crdntls,Suplr_Prvdr_Gndr,Suplr_Prvdr_Ent_Cd,Suplr_Prvdr_St1,Suplr_Prvdr_St2,Suplr_Prvdr_City,Suplr_Prvdr_State_Abrvtn,Suplr_Prvdr_State_FIPS,Suplr_Prvdr_Zip5,Suplr_Prvdr_RUCA,Suplr_Prvdr_RUCA_Desc,Suplr_Prvdr_Cntry,Suplr_Prvdr_Spclty_Desc,Suplr_Prvdr_Spclty_Srce,Tot_Suplr_HCPCS_Cds,Tot_Suplr_Benes,Tot_Suplr_Clms,Tot_Suplr_Srvcs,Suplr_Sbmtd_Chrgs,Suplr_Mdcr_Alowd_Amt,Suplr_Mdcr_Pymt_Amt,Suplr_Mdcr_Stdzd_Pymt_Amt,DME_Sprsn_Ind,DME_Tot_Suplr_HCPCS_Cds,DME_Tot_Suplr_Benes,DME_Tot_Suplr_Clms,DME_Tot_Suplr_Srvcs,DME_Suplr_Sbmtd_Chrgs,DME_Suplr_Mdcr_Alowd_Amt,DME_Suplr_Mdcr_Pymt_Amt,DME_Suplr_Mdcr_Stdzd_Pymt_Amt,POS_Sprsn_Ind,POS_Tot_Suplr_HCPCS_Cds,POS_Tot_Suplr_Benes,POS_Tot_Suplr_Clms,POS_Tot_Suplr_Srvcs,POS_Suplr_Sbmtd_Chrgs,POS_Suplr_Mdcr_Alowd_Amt,POS_Suplr_Mdcr_Pymt_Amt,POS_Suplr_Mdcr_Stdzd_Pymt_Amt,Drug_Sprsn_Ind,Drug_Tot_Suplr_HCPCS_Cds,Drug_Tot_Suplr_Benes,Drug_Tot_Suplr_Clms,Drug_Tot_Suplr_Srvcs,Drug_Suplr_Sbmtd_Chrgs,Drug_Suplr_Mdcr_Alowd_Amt,Drug_Suplr_Mdcr_Pymt_Amt,Drug_Suplr_Mdcr_Stdzd_Pymt_Amt,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_Api_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_Natind_Cnt,Bene_Race_Othr_Cnt,Bene_Ndual_Cnt,Bene_Dual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre,year,organization_name,has_existing_fraud_case,entity_type,role,name,url,component,topics,entity_match_count,avg_charge_per_claim,avg_payment_per_claim,avg_services_per_claim,payment_to_charge_ratio,yoy_growth_tot_clms,yoy_growth_sbmtd_chrgs,yoy_growth_mdcr_pymt_amt,yoy_growth_tot_benes
1457863326,Pipeline Medical Equipment Inc,,,,,O,1700 N Dixie Hwy Ste 140,,Boca Raton,FL,12,33432,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,13,324.0,550,782,594508.41,407169.23,318550.11,298180.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,324.0,550.0,782.0,594508.41,407169.23,318550.11,298180.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.769968051,46.0,133.0,91.0,54.0,198.0,126.0,217.0,86.0,,12.0,0.0,,216.0,108.0,,0.1018518519,0.2191358025,0.1327160494,0.3024691358,0.0648148148,0.3487654321,0.3179012346,,,0.0401234568,0.0987654321,0.1820987654,0.1203703704,0.2932098765,0.287037037,0.5216049383,0.2407407407,0.700617284,0.8641975309,0.3425925926,0.1296296296,,0.5771604938,0.0895061728,1.8320592949,2018,PIPELINE MEDICAL EQUIPMENT INC,True,,,,,,,,1080.924381818182,579.1820181818182,1.4218181818181819,0.535821032371939,,,,
1467672592,"Comprehensive Pain And Headache Treatment Centers, Llc",,,,,O,130 Division Street,,Derby,CT,9,6418,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Pain Management,Claim-Specialty,4,18.0,19,19,22200.0,16467.55,12767.15,12901.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,18.0,19.0,19.0,22200.0,16467.55,12767.15,12901.67,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.470588235,14.0,,0.0,,,,13.0,,0.0,,0.0,0.0,,,0.0,0.8333333333,,0.0,0.6666666667,,0.8888888889,0.8333333333,0.0,,0.0,,,,,,,,,,,,0.0,0.6666666667,,1.535377451,2018,"COMPREHENSIVE PAIN AND HEADACHE TREATMENT CENTERS, LLC",True,Organization,Defendant,Connecticut Pain Management Doctor and His Practice Pay Over $425K to Settle Improper Billing Allegations,https://www.justice.gov/usao-ct/pr/connecticut-pain-management-doctor-and-his-practice-pay-over-425k-settle-improper-billing,USAO - Connecticut,"[""Health Care Fraud""]",1.0,1168.421052631579,671.9552631578947,1.0,0.5750968468468468,,,,
1467974428,Alpine Medical,,,,,O,902 Big Horn Ave,,Worland,WY,56,82401,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US,Other Medical Supply Company,Claim-Specialty,30,266.0,1108,1896,423244.94,137266.94,106237.56,68333.52,,29.0,264.0,1106.0,1894.0,422600.94,136724.62,105892.53,67975.89,*,,,,,,,,,#,,,,,,,,,74.384615385,32.0,135.0,68.0,31.0,143.0,123.0,252.0,0.0,0.0,11.0,,,218.0,48.0,,0.045112782,0.0902255639,,0.1503759398,,0.1015037594,0.0902255639,,,,0.0526315789,0.1278195489,0.0939849624,0.0827067669,0.3308270677,0.1917293233,0.2030075188,0.3157894737,0.4436090226,0.1842105263,0.1090225564,,0.2105263158,0.0413533835,1.4953461538,2018,ALPINE MEDICAL,True,,,,,,,,381.9900180505415,95.88227436823105,1.711191335740072,0.25100727725179656,,,,
1568449551,"Durable Medical Supply, Inc.",,,,,O,720 Glynn St N,#d-1,Fayetteville,GA,13,30214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,87,2666.0,5037,9912,3352188.15,2833788.05,2177930.81,2135109.35,,72.0,478.0,1924.0,3302.0,461040.18,191731.37,144151.28,140739.13,,15.0,2188.0,3113.0,6610.0,2891147.97,2642056.68,2033779.53,1994370.22,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.652502361,669.0,937.0,750.0,310.0,1702.0,964.0,1643.0,808.0,21.0,155.0,20.0,19.0,1506.0,1160.0,0.0078769692,0.1046511628,0.1774193548,0.1245311328,0.2411852963,0.0498874719,0.3004501125,0.2775693923,0.0202550638,0.0183795949,0.0371342836,0.11927982,0.1455363841,0.1016504126,0.2618154539,0.2636909227,0.4651162791,0.211927982,0.5870217554,0.7018004501,0.2768192048,0.0956489122,0.023255814,0.4639909977,0.107651913,2.0563400188,2018,"DURABLE MEDICAL SUPPLY, INC.",True,Defendant,Organization,Operator of Durable Medical Equipment Companies Sentenced in Healthcare Kickback Scheme,https://www.justice.gov/usao-ndga/pr/operator-durable-medical-equipment-companies-sentenced-healthcare-kickback-scheme,"USAO - Georgia, Northern","[""Health Care Fraud""]",3.0,665.5128350208457,432.3865018860433,1.9678379988088148,0.6497042267749799,,,,
1578052627,"Absolute Comfort Medical, Inc.",,,,,O,11350 66th St Ste 107,,Largo,FL,12,33773,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,8,1064.0,2282,4100,2838656.59,2417869.63,1887589.06,1846320.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1064.0,2282.0,4100.0,2838656.59,2417869.63,1887589.06,1846320.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.344054581,213.0,369.0,312.0,170.0,653.0,411.0,566.0,229.0,142.0,103.0,,,499.0,565.0,,0.0892857143,0.1795112782,0.1033834586,0.2180451128,0.0545112782,0.2697368421,0.2396616541,0.0206766917,0.0122180451,0.0385338346,0.117481203,0.1146616541,0.1165413534,0.2509398496,0.2293233083,0.4736842105,0.1569548872,0.6597744361,0.7781954887,0.2678571429,0.1127819549,0.0178571429,0.4793233083,0.0911654135,1.5750722634,2018,"ABSOLUTE COMFORT MEDICAL, INC.",True,,,,,,,,1243.9336503067484,827.1643558282209,1.796669588080631,0.6649585816930396,,,,
1619494564,Timely Medical Services Corp,,,,,O,2460 Sw 137th Ave,,Miami,FL,12,33175,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,18,347.0,401,500,875737.0,845707.9,660611.67,752227.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,347.0,401.0,500.0,875737.0,845707.9,660611.67,752227.55,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.98005698,49.0,96.0,133.0,69.0,236.0,111.0,17.0,13.0,,316.0,0.0,,23.0,324.0,,0.1037463977,0.1325648415,0.2737752161,0.3602305476,0.0489913545,0.5043227666,0.4668587896,,,0.2363112392,0.1786743516,0.1296829971,0.1181556196,0.3429394813,0.4812680115,0.6484149856,0.2824207493,0.8933717579,0.9365994236,0.4755043228,0.2247838617,0.0489913545,0.7608069164,0.121037464,2.1422066141,2018,TIMELY MEDICAL SERVICES CORP,True,Organization,Defendant,"Woman Pleads Guilty to Laundering More Than $700,000 ",https://www.justice.gov/opa/pr/woman-pleads-guilty-laundering-more-700000,Criminal Division,"[""Health Care Fraud""]",1.0,2183.882793017456,1647.4106483790524,1.2468827930174564,0.7543493880011922,,,,
1639518038,"Creative Care Pharmacy, Llc",,,,,O,14101 N Eastern Ave,Suite A,Edmond,OK,40,73013,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Mass Immunizer Roster Biller,Claim-Specialty,6,,30,2449,7187.59,1476.5,1087.41,1087.41,,1.0,,19.0,19.0,627.0,627.0,439.85,439.85,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,,30.0,2430.0,6560.59,849.5,647.56,647.56,65.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75575,2018,"CREATIVE CARE PHARMACY, LLC",True,Organization,Defendant,"Charges Filed Against Dozens in Trafficking Network Responsible for Diverting Over 23 Million Oxycodone, Hydrocodone and Carisoprodol Pills ",https://www.justice.gov/opa/pr/charges-filed-against-dozens-trafficking-network-responsible-diverting-over-23-million,Criminal Division,"[""Opioids"",""Prescription Drugs"",""Health Care Fraud""]",2.0,239.58633333333333,36.247,81.63333333333334,0.15128993167389904,,,,
1801024435,"Devotion Medical Supply, Inc.",,,,,O,101 Kenwood Rd Ste 26,,Fayetteville,GA,13,30214,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,14,1019.0,1314,2516,1414080.49,1291660.83,961728.04,931813.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,1019.0,1314.0,2516.0,1414080.49,1291660.83,961728.04,931813.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.247346072,231.0,338.0,320.0,130.0,664.0,355.0,669.0,274.0,,55.0,,,572.0,447.0,,0.0981354269,0.2090284593,0.1256133464,0.3091265947,0.0706575074,0.3454367026,0.3150147203,0.0323846909,0.0225711482,0.0412168793,0.1481844946,0.1864573111,0.1148184495,0.2777232581,0.3277723258,0.5299313052,0.2492639843,0.6997055937,0.7850834151,0.3444553484,0.1334641806,0.0196270854,0.5387634936,0.0902845927,1.8059179409,2018,"DEVOTION MEDICAL SUPPLY, INC.",True,Defendant,Organization,Operator of Durable Medical Equipment Companies Sentenced in Healthcare Kickback Scheme,https://www.justice.gov/usao-ndga/pr/operator-durable-medical-equipment-companies-sentenced-healthcare-kickback-scheme,"USAO - Georgia, Northern","[""Health Care Fraud""]",1.0,1076.1647564687976,731.908706240487,1.9147640791476408,0.6801084144792918,,,,
1841479573,"Advanced Bionics, Llc.",,,,,O,28515 Westinghouse Pl,,Valencia,CA,6,91355,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US,Pharmacy,Claim-Specialty,1,136.0,136,136,50024.96,50024.96,38259.68,50982.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,136.0,136.0,136.0,50024.96,50024.96,38259.68,50982.24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.785185185,23.0,40.0,43.0,30.0,83.0,53.0,120.0,,,,0.0,,105.0,31.0,,,,0.1323529412,0.2426470588,,0.2794117647,0.2573529412,,,,0.1029411765,0.1176470588,0.1323529412,0.1691176471,0.1911764706,0.2426470588,0.125,0.6691176471,0.6911764706,0.2279411765,0.1764705882,,0.4191176471,0.1029411765,1.3440974102,2018,"ADVANCED BIONICS, LLC.",True,Organization,Defendant,Advanced Bionics LLC to Pay Over $12 Million for Alleged False Claims for Cochlear Implant Processors,https://www.justice.gov/opa/pr/advanced-bionics-llc-pay-over-12-million-alleged-false-claims-cochlear-implant-processors,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1.0,367.8305882352941,281.3211764705882,1.0,0.7648118059464716,,,,
1841725314,Medihealth Medical Solutions Llc,,,,,O,214 Main St N,,Amory,MS,28,38821,7.0,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",US,Other Medical Supply Company,Claim-Specialty,6,49.0,58,164,82751.02,80957.67,63132.12,57869.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,49.0,58.0,164.0,82751.02,80957.67,63132.12,57869.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.714285714,18.0,15.0,,,35.0,14.0,18.0,30.0,,,0.0,0.0,17.0,32.0,0.0,,,,0.2448979592,,0.2448979592,0.2244897959,,0.0,,,,,,,0.5306122449,,0.7142857143,0.8775510204,0.4081632653,,0.0,0.6326530612,,1.3825272109,2018,MEDIHEALTH MEDICAL SOLUTIONS LLC,True,Defendant,Organization,Florida Business Owners Sentenced in Durable Medical Equipment Bribery Scheme,https://www.justice.gov/usao-ndga/pr/florida-business-owners-sentenced-durable-medical-equipment-bribery-scheme,"USAO - Georgia, Northern","[""Health Care Fraud""]",1.0,1426.7417241379312,1088.4848275862068,2.8275862068965516,0.762916517524497,,,,
1861930166,Key Medical Llc,,,,,O,70 Palm Beach Plantation Blvd,,Royal Palm Beach,FL,12,33411,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,16,5218.0,5381,13323,8618967.02,8247349.27,6360621.08,6261063.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,5218.0,5381.0,13323.0,8618967.02,8247349.27,6360621.08,6261063.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.055144855,898.0,1631.0,1770.0,919.0,3496.0,1722.0,3493.0,1358.0,57.0,229.0,26.0,55.0,3168.0,2050.0,0.0084323496,0.0942889996,0.1868532005,0.1529321579,0.2757761594,0.0519356075,0.3388271368,0.3087389805,0.0216558068,0.014948256,0.0389037946,0.1228440015,0.1682637026,0.12188578,0.2826753545,0.2976236106,0.4982752012,0.2380222307,0.705251054,0.8164047528,0.327711767,0.126868532,0.0226140284,0.5475277884,0.1021464163,1.8017860574,2018,KEY MEDICAL LLC,True,,,,,,,,1601.7407582233784,1182.0518639658055,2.4759338412934397,0.737979512537919,,,,
1861938086,"Modern Medical Equipment, Inc.",,,,,O,1111 Hypoluxo Rd Ste 102,,Lantana,FL,12,33462,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,4,4336.0,5577,6643,6423499.0,5586743.95,4327929.26,4134857.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4336.0,5577.0,6643.0,6423499.0,5586743.95,4327929.26,4134857.54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.708257359,1206.0,1593.0,1136.0,401.0,2673.0,1663.0,2772.0,1195.0,48.0,251.0,33.0,37.0,2315.0,2021.0,0.008302583,0.1245387454,0.2156365314,0.0927121771,0.2663745387,0.0631918819,0.3097324723,0.2802121771,0.0235239852,0.0232933579,0.042204797,0.1157749077,0.1146217712,0.0966328413,0.2197878229,0.2737546125,0.4105166052,0.1743542435,0.5908671587,0.7147140221,0.2601476015,0.0989391144,0.0182195572,0.469095941,0.085101476,1.643696918,2018,"MODERN MEDICAL EQUIPMENT, INC.",True,,,,,,,,1151.7839340147032,776.0317841133225,1.191142191142191,0.6737650710306018,,,,
1871691626,Cvs Pharmacy Inc,,,,,O,1702 S Broadway Ave,,Tyler,TX,48,75701,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Mass Immunizer Roster Biller,Claim-Specialty,10,56.0,240,3794,49487.95,14902.32,11347.76,11584.11,,4.0,53.0,224.0,464.0,31097.84,4068.29,3002.34,3238.69,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,29.0,2064.0,13458.51,7183.81,5627.11,5627.11,71.725490196,,28.0,17.0,,34.0,22.0,38.0,12.0,,,,0.0,42.0,14.0,,,,,,0.0,,,0.0,,0.0,0.0,,,0.2321428571,,0.8571428571,,0.7857142857,0.8571428571,0.3571428571,,0.0,0.4464285714,,2.0546780481,2018,CVS PHARMACY INC,True,Organization,Defendant,Justice Department Files Nationwide Lawsuit Alleging CVS Knowingly Dispensed Controlled Substances in Violation of the Controlled Substances Act and the False Claims Act ,https://www.justice.gov/opa/pr/justice-department-files-nationwide-lawsuit-alleging-cvs-knowingly-dispensed-controlled,Civil Division,"[""Consumer Protection"",""False Claims Act"",""Health Care Fraud""]",1443.0,206.19979166666664,47.282333333333334,15.808333333333334,0.2293034971139439,,,,
1932332764,Medtech,,,,,O,284 Racebrook Rd,Suite # 217,Orange,CT,9,6477,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,36,392.0,1283,1512,253107.85,211344.67,160469.14,163185.1,,9.0,188.0,1034.0,1216.0,101577.7,70099.31,50234.77,51799.68,,27.0,204.0,249.0,296.0,151530.15,141245.36,110234.37,111385.42,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.297157623,142.0,120.0,100.0,30.0,245.0,147.0,315.0,51.0,,13.0,,,199.0,193.0,0.0306122449,0.1403061224,0.237244898,0.0535714286,0.3826530612,0.1147959184,0.4234693878,0.3698979592,0.0408163265,0.0892857143,0.056122449,0.2270408163,0.1428571429,0.1198979592,0.1913265306,0.2653061224,0.3673469388,0.1454081633,0.7142857143,0.737244898,0.2244897959,0.1403061224,,0.6913265306,0.0790816327,1.501388752,2018,MEDTECH,True,Organization,Defendant,Connecticut Medical Equipment Supplier Pays $467K to Settle Allegations under the False Claims Act,https://www.justice.gov/usao-ct/pr/connecticut-medical-equipment-supplier-pays-467k-settle-allegations-under-false-claims,USAO - Connecticut,"[""False Claims Act"",""Health Care Fraud""]",8.0,197.27813717848792,125.07337490257211,1.1784879189399844,0.6339951131503824,,,,
1962932566,"Avondale Hme, Inc.",,,,,O,2020 Camino Del Rio North,Suite 205,San Diego,CA,6,92108,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,13,6385.0,12264,22948,16466903.36,13678133.35,10617199.6,10436242.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,6385.0,12264.0,22948.0,16466903.36,13678133.35,10617199.6,10436242.34,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.916888741,1784.0,2144.0,1855.0,602.0,3923.0,2462.0,3859.0,1873.0,85.0,430.0,72.0,66.0,3410.0,2975.0,0.0104933438,0.1223179327,0.2274079875,0.0955364135,0.2748629601,0.0606108066,0.3171495693,0.2845732185,0.0228660924,0.0225528583,0.0444792482,0.1328112764,0.1245105717,0.1035238841,0.2441660141,0.2778386844,0.472513704,0.1863743148,0.6458888019,0.7642913078,0.2886452623,0.0897415818,0.0172278778,0.5021143305,0.0895849648,1.6720768735,2018,"AVONDALE HME, INC.",True,,,,,,,,1342.7024918460534,865.7207762557077,1.871167645140248,0.6447599386409467,,,,
1972043149,Discovery Medical Supply Inc,,,,,O,1301 Seminole Blvd Ste 117,,Largo,FL,12,33770,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,9,4930.0,9588,18633,13385361.87,10781510.28,8371604.29,8253302.47,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,4930.0,9588.0,18633.0,13385361.87,10781510.28,8371604.29,8253302.47,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.743600683,1410.0,1662.0,1323.0,535.0,2881.0,2049.0,3004.0,1485.0,49.0,309.0,40.0,43.0,2643.0,2287.0,0.0127789047,0.1381338742,0.2419878296,0.1020283976,0.2762677485,0.069979716,0.3338742394,0.2969574037,0.0239350913,0.0265720081,0.0501014199,0.1243407708,0.1265720081,0.0983772819,0.2752535497,0.2827586207,0.4989858012,0.1983772819,0.6513184584,0.7720081136,0.292494929,0.0935091278,0.0178498986,0.5006085193,0.0963488844,1.7030516691,2018,DISCOVERY MEDICAL SUPPLY INC,True,,,,,,,,1396.0535951188986,873.1335304547351,1.9433667083854818,0.6254298069268411,,,,
1982141388,"Rego Medical Supply, Inc",,,,,O,6475 Austin St,,Rego Park,NY,36,11374,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,7,9525.0,17226,22844,22561377.72,16243013.04,12507640.18,12178931.41,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,9525.0,17226.0,22844.0,22561377.72,16243013.04,12507640.18,12178931.41,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.276392962,3706.0,3462.0,1807.0,550.0,4699.0,4826.0,6403.0,2341.0,99.0,438.0,130.0,114.0,4875.0,4650.0,0.022152231,0.1722834646,0.2852493438,0.050183727,0.3088713911,0.088503937,0.3487664042,0.3053018373,0.0337007874,0.040839895,0.0532283465,0.1313385827,0.1153805774,0.0945931759,0.1967454068,0.2828346457,0.3626246719,0.1563254593,0.5826771654,0.7286089239,0.2520734908,0.0732808399,0.0163779528,0.5342782152,0.0697112861,1.4969587186,2018,"REGO MEDICAL SUPPLY, INC",True,,,,,,,,1309.7281853012887,726.0908034366655,1.326134912341809,0.5543828189584514,,,,
1982955613,Lucky Care Pharmacy Inc.,,,,,O,3720 Prince St # 1a,,Flushing,NY,36,11354,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Pharmacy,Claim-Specialty,22,121.0,257,563,43058.16,38300.74,29734.66,29489.22,,8.0,36.0,139.0,186.0,6726.09,2168.45,1611.14,1686.54,#,,,,,,,,,*,,,,,,,,,77.761538462,,37.0,62.0,,84.0,37.0,0.0,,117.0,0.0,0.0,,0.0,121.0,0.0,,,0.1404958678,0.1157024793,,0.0909090909,,0.0,,,0.1239669421,0.1157024793,0.0909090909,0.2314049587,0.1570247934,0.6033057851,,0.9173553719,0.8925619835,0.2231404959,0.479338843,,0.8181818182,0.132231405,1.596916396,2018,LUCKY CARE PHARMACY INC.,True,Organization,Defendant,Pharmacist Charged in $4 Million Health Care Fraud and Kickback Scheme,https://www.justice.gov/opa/pr/pharmacist-charged-4-million-health-care-fraud-and-kickback-scheme,Criminal Division,"[""Health Care Fraud""]",1.0,167.5414785992218,115.69906614785992,2.190661478599222,0.690569685281489,,,,
1992940407,Midwest Neurosurgeons Llc,,,,,O,65 Doctors Park Ste A,,Cape Girardeau,MO,29,63703,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,General Practice,Claim-Specialty,6,38.0,41,41,38048.0,25402.87,19715.21,19427.26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,38.0,41.0,41.0,38048.0,25402.87,19715.21,19427.26,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.368421053,23.0,12.0,,,22.0,16.0,37.0,,,0.0,0.0,0.0,11.0,27.0,,,0.3684210526,,0.5789473684,,0.5263157895,0.5,,,,,,0.0,,0.4473684211,0.4210526316,,0.6052631579,0.7368421053,0.3157894737,,,1.0,,1.6674252922,2018,MIDWEST NEUROSURGEONS LLC,True,Organization,Defendant,Justice Department Settles Lawsuit Against Neurosurgeon and his Fiancée Alleging Receipt of Illegal Kickbacks,https://www.justice.gov/opa/pr/justice-department-settles-lawsuit-against-neurosurgeon-and-his-fianc-e-alleging-receipt,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",2.0,928.0,480.85878048780484,1.0,0.5181667893187553,,,,
1073935862,"All American Medical Supplies, Llc",,,,,O,7261 Sheridan St Ste 310,,Hollywood,FL,12,33024,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Other Medical Supply Company,Claim-Specialty,29,46343.0,74762,562870,19982169.52,3329475.0,2573003.31,2509313.11,,14.0,46314.0,74572.0,557025.0,19732495.52,3163884.18,2443316.06,2385536.43,,15.0,175.0,196.0,5845.0,249674.0,165590.82,129687.25,123776.68,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.995737425,6037.0,12643.0,20357.0,7306.0,28782.0,17561.0,30192.0,11476.0,891.0,3092.0,112.0,580.0,31425.0,14918.0,0.000561034,0.006797143,0.012752735,0.0102065037,0.0230671299,0.0045314287,0.0278574974,0.0255054701,0.0016615239,0.0011868028,0.0029993742,0.012752735,0.0203914291,0.0152989664,0.0456595387,0.0255486265,0.0999503701,0.0280732797,0.0914053902,0.0968431047,0.0434801372,0.0102065037,0.0020715103,0.0548950219,0.0119543405,2.0137466698,2019,"ALL AMERICAN MEDICAL SUPPLIES, LLC",True,,,,,,,,267.27708622027234,34.41592399882293,7.528824804044835,0.12876496255447642,10766.56976744186,6064.881735358453,1086.66749651806,6635.901162790698
