npi,organization_name,has_existing_fraud_case,entity_type,role,name,url,component,topics,entity_match_count
1831230333,AA ADVANCED CARE INC,true,Defendant,Organization,Owner of Miami Home Health Company Pleads Guilty for Role in $32 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/owner-miami-home-health-company-pleads-guilty-role-32-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",2
1831230333,AA ADVANCED CARE INC,true,Organization,Defendant,Owner of Miami Home Health Company Sentenced to 113 Months in Prison for $32 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/owner-miami-home-health-company-sentenced-113-months-prison-32-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",2
1730247065,"AABRAHAM BLESSINGS, LLC",false,Defendant,Organization,Home Health Agency Administrator Pleads Guilty in $7.8 Million Medicaid Fraud,https://www.justice.gov/opa/pr/home-health-agency-administrator-pleads-guilty-78-million-medicaid-fraud,Criminal Division,"[""Health Care Fraud""]",1
1730247065,"AABRAHAM BLESSINGS, LLC",false,Defendant,Organization,Houston Home Health Agency Owner Sentenced to 480 Months in Prison for Conspiring to Defraud Medicare and Medicaid of More Than $17 Million,https://www.justice.gov/opa/pr/houston-home-health-agency-owner-sentenced-480-months-prison-conspiring-defraud-medicare-and,Criminal Division,"[""Health Care Fraud""]",1
1841529302,"ABC MEDICAL SOLUTIONS, PLLC",true,Organization,Defendant,Florida and Georgia Health Care Fraud Law Enforcement Action Results in Charges against 67 Individuals ,https://www.justice.gov/opa/pr/florida-and-georgia-health-care-fraud-law-enforcement-action-results-charges-against-67,Criminal Division,"[""Health Care Fraud""]",1
1396802724,ABILITY PHARMACY INC,true,Organization,Defendant,The Department of Veterans Affairs - Office of Inspector General and Department of Justice Announce Veterans Affairs Health Care Fraud Task Force,https://www.justice.gov/opa/pr/department-veterans-affairs-office-inspector-general-and-department-justice-announce-veterans,Criminal Division,"[""Health Care Fraud""]",1
1871651679,"A BRIGHTER DAY, INC",false,Defendant,Organization,Four charged in multi-state health care fraud conspiracy,https://www.justice.gov/usao-ndga/pr/four-charged-multi-state-health-care-fraud-conspiracy,"USAO - Georgia, Northern","[""Health Care Fraud""]",3
1578052627,"ABSOLUTE COMFORT MEDICAL, INC.",true,"","","","","","",""
1255667556,ABYSSINIA LOVE KNOT PHYSICAL THERAPY LLC,true,Organization,Defendant,Owner of Detroit-Area Health Care Clinics Pleads Guilty to Drug Diversion Scheme,https://www.justice.gov/opa/pr/owner-detroit-area-health-care-clinics-pleads-guilty-drug-diversion-scheme-0,Criminal Division,"[""Opioids"",""Prescription Drugs"",""Health Care Fraud""]",1
1255667556,ABYSSINIA LOVE KNOT PHYSICAL THERAPY LLC,true,Defendant,Organization,Owner of Detroit-Area Health Care Clinics Pleads Guilty to Drug Diversion Scheme,https://www.justice.gov/opa/pr/owner-detroit-area-health-care-clinics-pleads-guilty-drug-diversion-scheme,Criminal Division,"[""Prescription Drugs"",""Health Care Fraud""]",1
1427347301,ACCENTCARE INC,false,Defendant,Organization,United States Settles False Claims Act Suit against Guardian Hospice and Related Entities,https://www.justice.gov/opa/pr/united-states-settles-false-claims-act-suit-against-guardian-hospice-and-related-entities,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",16
1134174006,"ACCESS CARE HOME CARE, INC.",true,Organization,Organization,Detroit-Area Home Health Care Agency Owner Sentenced to 30 Years in Prison for $33 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/detroit-area-home-health-care-agency-owner-sentenced-30-years-prison-33-million-medicare,Criminal Division,"[""Health Care Fraud""]",1
1134174006,"ACCESS CARE HOME CARE, INC.",true,Organization,Defendant,Detroit-Area Home Health Care Agency Co-Owner Sentenced to 96 Months in Prison for $33 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/detroit-area-home-health-care-agency-co-owner-sentenced-96-months-prison-33-million-medicare,Criminal Division,"[""Health Care Fraud""]",1
1801843495,"ACCLAIM HOME HEALTH CARE, INC",false,Defendant,Organization,Owner of Miami Home Health Company Pleads Guilty for Role in $6.9 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/owner-miami-home-health-company-pleads-guilty-role-69-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",3
1669649349,AC HOME HEALTH CARE LLC,true,Organization,Defendant,"Miami Woman Sentenced To Prison For Role In $750,000 Medicare Fraud Scheme",https://www.justice.gov/opa/pr/miami-woman-sentenced-prison-role-750000-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",5
1629008511,ACM HOME HEALTH INC.,true,Defendant,Organization,Miami Woman Sentenced to More Than Three Years in Prison for Role in $1.36 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/miami-woman-sentenced-more-three-years-prison-role-136-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",2
1629008511,ACM HOME HEALTH INC.,true,Organization,Defendant,Florida and Georgia Health Care Fraud Law Enforcement Action Results in Charges against 67 Individuals ,https://www.justice.gov/opa/pr/florida-and-georgia-health-care-fraud-law-enforcement-action-results-charges-against-67,Criminal Division,"[""Health Care Fraud""]",2
1629008511,ACM HOME HEALTH INC.,true,Organization,Defendant,"Miami Woman Sentenced To Prison For Role In $750,000 Medicare Fraud Scheme",https://www.justice.gov/opa/pr/miami-woman-sentenced-prison-role-750000-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",2
1265033591,"ACQUALINA HEALTH MEDICAL SOLUTIONS, INC.",true,Organization,Defendant,National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,https://www.justice.gov/usao-sdfl/pr/national-health-care-fraud-enforcement-action-results-193-defendants-charged-and-over,"USAO - Florida, Southern","[""Health Care Fraud""]",1
1649433277,"ACUWORLD HEALTH CLINIC, INC.",true,Organization,Defendant,"U.S. Attorney’s Office Obtains $850,000 Settlement with Fresno Acupuncturist to Resolve False Claims Act Allegations of Improper Billing ",https://www.justice.gov/usao-edca/pr/us-attorneys-office-obtains-850000-settlement-fresno-acupuncturist-resolve-false,"USAO - California, Eastern","[""False Claims Act"",""Health Care Fraud""]",1
1124438528,ADMERA HEALTH LLC,true,Organization,Defendant,Admera Health Agrees to Pay Over $5M to Settle False Claims Act Allegations of Kickbacks to Third Party Marketers ,https://www.justice.gov/opa/pr/admera-health-agrees-pay-over-5m-settle-false-claims-act-allegations-kickbacks-third-party,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1
1124438528,ADMERA HEALTH LLC,true,Defendant,Organization,Admera Health Agrees to Pay over $5 Million to Settle False Claims Act Allegations of Kickbacks to Third Party Marketers,https://www.justice.gov/usao-edca/pr/admera-health-agrees-pay-over-5-million-settle-false-claims-act-allegations-kickbacks,"USAO - California, Eastern","[""False Claims Act"",""Health Care Fraud""]",1
1841479573,"ADVANCED BIONICS, LLC.",true,Organization,Defendant,Advanced Bionics LLC to Pay Over $12 Million for Alleged False Claims for Cochlear Implant Processors,https://www.justice.gov/opa/pr/advanced-bionics-llc-pay-over-12-million-alleged-false-claims-cochlear-implant-processors,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1
1720577182,ADVANCED COMMUNITY WELLNESS CENTER INC,true,Organization,Defendant,National Health Care Fraud Enforcement Action Results in 193 Defendants Charged and Over $2.75 Billion in False Claims,https://www.justice.gov/usao-sdfl/pr/national-health-care-fraud-enforcement-action-results-193-defendants-charged-and-over,"USAO - Florida, Southern","[""Health Care Fraud""]",1
1720577182,ADVANCED COMMUNITY WELLNESS CENTER INC,true,Defendant,Organization,Miami Man Sentenced to Over 5 Years in Prison and Ordered to Pay Over $3.8 Million for Fraudulently Billing Medicaid for Psychosocial Rehabilitation Services,https://www.justice.gov/usao-sdfl/pr/miami-man-sentenced-over-5-years-prison-and-ordered-pay-over-38-million-fraudulently,"USAO - Florida, Southern","[""Health Care Fraud""]",1
1740042332,ADVANCED DENTISTRY,true,Organization,Defendant,Stamford Woman Charged with Operating Health Care Fraud Scheme,https://www.justice.gov/usao-ct/pr/stamford-woman-charged-operating-health-care-fraud-scheme,USAO - Connecticut,"[""Health Care Fraud""]",10
1649471467,"ADVANCED FOOT & ANKLE CARE OF MEMPHIS, LLC",false,Defendant,Organization,Tennessee Podiatrist Charged with Health Care Fraud for Alleged Foot Bath Scheme,https://www.justice.gov/opa/pr/tennessee-podiatrist-charged-health-care-fraud-alleged-foot-bath-scheme,Criminal Division,"[""Health Care Fraud""]",1
1609872944,ADVANCED HOME CARE INC.,true,Organization,Defendant,U.S. Attorney’s Office Collects More Than $136 Million For U.S. Taxpayers In Fiscal Year 2015,https://www.justice.gov/usao-mdfl/pr/us-attorney-s-office-collects-more-136-million-us-taxpayers-fiscal-year-2015,"USAO - Florida, Middle","[""Health Care Fraud"",""Office and Personnel Updates""]",36
1326467606,ADVANCED MEDICAL OF DORAL,true,Organization,Defendant,Owner of Two Miami Clinics Sentenced to 82 Months for Health Care Fraud Charges,https://www.justice.gov/opa/pr/owner-two-miami-clinics-sentenced-82-months-health-care-fraud-charges,Criminal Division,"[""Health Care Fraud"",""StopFraud""]",1
1427352053,"ADVANCED SKIN INSTITUTE, INC.",false,Defendant,Organization,Modesto-Area Dermatologist Indicted for Health Care Fraud,https://www.justice.gov/usao-edca/pr/modesto-area-dermatologist-indicted-health-care-fraud,"USAO - California, Eastern","[""Health Care Fraud""]",1
1780622340,"ADVANCE HOME HEALTH CARE SERVICES, INC.",false,Defendant,Organization,Michigan Physician Pleads Guilty for Role in $3.6 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/michigan-physician-pleads-guilty-role-36-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",1
1780622340,"ADVANCE HOME HEALTH CARE SERVICES, INC.",false,Defendant,Organization,Home Health Care Agency Owner Sentenced to 80 Months for Directing Detroit-Area Medicare Fraud Scheme,https://www.justice.gov/opa/pr/home-health-care-agency-owner-sentenced-80-months-directing-detroit-area-medicare-fraud,Criminal Division,"[""Health Care Fraud""]",1
1376092726,"ADVANTAGE CHOICE CARE, LLC",true,Organization,Defendant,Two Owners of Telemedicine Companies Charged for Roles in $56 Million Conspiracy to Defraud Medicare and Receive Illegal Kickbacks in Exchange for Orders of Orthotic Braces,https://www.justice.gov/opa/pr/two-owners-telemedicine-companies-charged-roles-56-million-conspiracy-defraud-medicare-and,Criminal Division,"[""Health Care Fraud""]",1
1629235882,ADVANTAGE PHARMACY,true,Defendant,Organization,Nurse Practitioner Pleads Guilty in Compounding Pharmacy Fraud Scheme,https://www.justice.gov/opa/pr/nurse-practitioner-pleads-guilty-compounding-pharmacy-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Defendant,Organization,Mississippi Physician Sentenced to Over Three Years in Prison for Role in $3 Million Compounding Pharmacy Fraud Scheme,https://www.justice.gov/opa/pr/mississippi-physician-sentenced-over-three-years-prison-role-3-million-compounding-pharmacy,Criminal Division,"[""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Organization,Defendant,New Canaan Man Sentenced to Prison for Role in Compound Prescription Fraud Scheme,https://www.justice.gov/usao-ct/pr/new-canaan-man-sentenced-prison-role-compound-prescription-fraud-scheme,USAO - Connecticut,"[""Prescription Drugs"",""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Organization,Defendant,Doctor Involved in Compound Prescription Fraud Scheme Sentenced to Prison,https://www.justice.gov/usao-ct/pr/doctor-involved-compound-prescription-fraud-scheme-sentenced-prison,USAO - Connecticut,"[""Prescription Drugs"",""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Defendant,Organization,Jury Finds Stamford Man Guilty of Health Care Fraud Charges,https://www.justice.gov/usao-ct/pr/jury-finds-stamford-man-guilty-health-care-fraud-charges,USAO - Connecticut,"[""Prescription Drugs"",""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Organization,Defendant,Husband and Wife Charged with Health Care Fraud,https://www.justice.gov/usao-ct/pr/husband-and-wife-charged-health-care-fraud,USAO - Connecticut,"[""Health Care Fraud""]",4
1629235882,ADVANTAGE PHARMACY,true,Organization,Defendant,Mississippi Nurse Practitioner and Clinic Owner Sentenced to Prison for Role in Compounding Pharmacy Scheme to Defraud Tricare ,https://www.justice.gov/opa/pr/mississippi-nurse-practitioner-and-clinic-owner-sentenced-prison-role-compounding-pharmacy,Criminal Division,"[""Health Care Fraud""]",4
1598148421,ADVENT CARE INC,false,Defendant,Organization,Bay Area’s Largest Home Health Care Agency And 28 Health Care Industry Workers Charged In Patients-For-Cash Kickback Scheme,https://www.justice.gov/usao-ndca/pr/bay-area-s-largest-home-health-care-agency-and-28-health-care-industry-workers-charged,"USAO - California, Northern","[""Financial Fraud"",""Health Care Fraud""]",4
1730307182,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,true,Defendant,Organization,Adventist Health System to Pay $5.4 Million to Resolve False Claims Act Allegations,https://www.justice.gov/opa/pr/adventist-health-system-pay-54-million-resolve-false-claims-act-allegations,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",6
1730307182,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,true,Organization,Defendant,Adventist To Pay More Than $2 Million To Resolve False Claims Allegations,https://www.justice.gov/usao-mdfl/pr/adventist-pay-more-2-million-resolve-false-claims-allegations,"USAO - Florida, Middle","[""Health Care Fraud"",""StopFraud""]",6
1548036445,AETNA,true,Defendant,Organization,Former Chiropractor Found Guilty of Health Care Fraud Charges  that She Schemed to Defraud Health Insurers Out of $2.2 Million,https://www.justice.gov/usao-cdca/pr/former-chiropractor-found-guilty-health-care-fraud-charges-she-schemed-defraud-health,"USAO - California, Central","[""Health Care Fraud""]",1
1548036445,AETNA,true,Organization,Organization,Gainesville Entrepreneur Sentenced To Six Months In Federal Prison For Making False Statements And Conspiracy To Commit Money Laundering,https://www.justice.gov/usao-ndfl/pr/gainesville-entrepreneur-sentenced-six-months-federal-prison-making-false-statements,"USAO - Florida, Northern","[""Consumer Protection"",""Health Care Fraud""]",1
1548036445,AETNA,true,Organization,Victim,Former Coachella Valley Woman Pleads Guilty in $44 Million Scheme that Fraudulently Billed Cosmetic Surgeries to Insurance,https://www.justice.gov/usao-cdca/pr/former-coachella-valley-woman-pleads-guilty-44-million-scheme-fraudulently-billed,"USAO - California, Central","[""Health Care Fraud""]",1
1548036445,AETNA,true,Organization,Victim,Former Rancho Mirage Resident Sentenced to More Than 8 Years in Prison for $44 Million Fraud that Illegally Billed Insurers for Cosmetic Surgeries ,https://www.justice.gov/usao-cdca/pr/former-rancho-mirage-resident-sentenced-more-8-years-prison-44-million-fraud-illegally,"USAO - California, Central","[""Health Care Fraud""]",1
1588029284,"AFFORDABLE HOME HEALTH CARE, LLC",true,Organization,Organization,Six Indicted in Scheme to Defraud D.C. Medicaid Program,https://www.justice.gov/usao-dc/pr/six-indicted-scheme-defraud-dc-medicaid-program,Federal Bureau of Investigation (FBI),"[""Health Care Fraud""]",11
1609937176,"AGENCY FOR BEHAVIORAL SERVICES, INC.",false,Defendant,Organization,Mount Dora Woman Charged With TRICARE Fraud,https://www.justice.gov/usao-mdfl/pr/mount-dora-woman-charged-tricare-fraud,"USAO - Florida, Middle","[""Health Care Fraud""]",2
1609003573,A & G SPINAL SOLUTIONS LLC,true,Defendant,Organization,Fort Myers Pain Management Physician Pleads Guilty To Healthcare Offenses And Agrees To $2.8 Million Civil Settlement With The United States,https://www.justice.gov/usao-mdfl/pr/fort-myers-pain-management-physician-pleads-guilty-healthcare-offenses-and-agrees-28,"USAO - Florida, Middle","[""False Claims Act"",""Financial Fraud"",""Health Care Fraud""]",2
1609003573,A & G SPINAL SOLUTIONS LLC,true,Organization,Defendant,Fort Myers Pain Management Physician Sentenced To Eighteen Months In Prison In Kickback Scheme,https://www.justice.gov/usao-mdfl/pr/fort-myers-pain-management-physician-sentenced-eighteen-months-prison-kickback-scheme,"USAO - Florida, Middle","[""Opioids"",""False Claims Act"",""Financial Fraud"",""Health Care Fraud""]",2
1609003573,A & G SPINAL SOLUTIONS LLC,true,Organization,Defendant,Fort Myers Durable Medical Equipment Providers Sentenced To Prison For Payment Of Illegal Kickbacks,https://www.justice.gov/usao-mdfl/pr/fort-myers-durable-medical-equipment-providers-sentenced-prison-payment-illegal,"USAO - Florida, Middle","[""Health Care Fraud""]",2
1275246092,ALERE,false,Defendant,Organization,Medical Device Companies Alere Inc. and Alere San Diego Inc. Agree to Pay $38.75 Million to Settle False Claims Act Allegations,https://www.justice.gov/opa/pr/medical-device-companies-alere-inc-and-alere-san-diego-inc-agree-pay-3875-million-settle,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1
1275246092,ALERE,false,Defendant,Organization, Alere to Pay U.S. $33.2 Million to Settle False Claims Act Allegations Relating to Unreliable Diagnostic Testing Devices,https://www.justice.gov/opa/pr/alere-pay-us-332-million-settle-false-claims-act-allegations-relating-unreliable-diagnostic,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1
1265501423,ALFREDO RAMOS,false,Person,Defendant,Seventy-Three Charged in Southern District of Florida as Part of Largest National Medicare Fraud Takedown in History,https://www.justice.gov/usao-sdfl/pr/seventy-three-charged-southern-district-florida-part-largest-national-medicare-fraud,"USAO - Florida, Southern","[""Health Care Fraud""]",1
1639241334,ALGONQUIN PHYSICAL MEDICINE,false,Defendant,Organization,North Suburban Chiropractor Sentenced to 20 Months in Prison for Billing Insurance Carrier for Medically Unnecessary Treatment,https://www.justice.gov/usao-ndil/pr/north-suburban-chiropractor-sentenced-20-months-prison-billing-insurance-carrier,"USAO - Illinois, Northern","[""Health Care Fraud""]",1
1417368697,ALL AMERICAN HOME CARE LLC,false,Defendant,Organization,Medical Assistant Sentenced to 46 Months in Prison for His Role in a Fraudulent Home Health Scheme,https://www.justice.gov/opa/pr/medical-assistant-sentenced-46-months-prison-his-role-fraudulent-home-health-scheme,Criminal Division,"[""Health Care Fraud""]",9
1073935862,"ALL AMERICAN MEDICAL SUPPLIES, LLC",true,"","","","","","",""
1386983674,ALLCARE PHARMACY INC,true,Organization,Defendant,Southern District Of Georgia Announces Participation in National Health Care Fraud Takedown,https://www.justice.gov/usao-sdga/pr/southern-district-georgia-announces-participation-national-health-care-fraud-takedown,"USAO - Georgia, Southern","[""Health Care Fraud""]",10
1982164968,ALLEGIANCE HEALTH MANAGEMENT,true,Organization,Defendant,Grenada Lake Medical Center to Pay More Than $1.1 Million to Resolve False Claims Act Allegations Involving Medically Unnecessary Psychotherapy Services,https://www.justice.gov/opa/pr/grenada-lake-medical-center-pay-more-11-million-resolve-false-claims-act-allegations,Civil Division,"[""False Claims Act"",""Health Care Fraud""]",1
1366699365,"ALLIANCE HOME HEALTH CARE, LLC",true,Organization,Defendant,Home Health Care Company Owners Sentenced for $6.7 Million Health Care Fraud,https://www.justice.gov/opa/pr/home-health-care-company-owners-sentenced-67-million-health-care-fraud,Criminal Division,"[""Health Care Fraud""]",15
1891709762,"ALLIED COVENANT HOME HEALTH, INC",false,Defendant,Organization,Houston Physician Convicted of Conspiracy in $1.5 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/houston-physician-convicted-conspiracy-15-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",1
1023173879,ALL-STATE HOME CARE INC.,true,Organization,Organization,Detroit-Area Home Health Care Agency Owner Sentenced to 30 Years in Prison for $33 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/detroit-area-home-health-care-agency-owner-sentenced-30-years-prison-33-million-medicare,Criminal Division,"[""Health Care Fraud""]",4
1023173879,ALL-STATE HOME CARE INC.,true,Organization,Defendant,Detroit-Area Home Health Care Agency Co-Owner Sentenced to 96 Months in Prison for $33 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/detroit-area-home-health-care-agency-co-owner-sentenced-96-months-prison-33-million-medicare,Criminal Division,"[""Health Care Fraud""]",4
1225235328,ALL STATE INC,true,Organization,Organization,Five Naples Residents Charged For Defrauding Auto Insurance Companies,https://www.justice.gov/usao-mdfl/pr/five-naples-residents-charged-defrauding-auto-insurance-companies,"USAO - Florida, Middle","[""Financial Fraud"",""Health Care Fraud""]",3
1225235328,ALL STATE INC,true,Organization,Insurance Company,Naples Man Pleads Guilty In Connection With “Operation Fraudulent Pain”,https://www.justice.gov/usao-mdfl/pr/naples-man-pleads-guilty-connection-operation-fraudulent-pain,"USAO - Florida, Middle","[""Financial Fraud"",""Health Care Fraud"",""StopFraud"",""Tax""]",3
1770828741,ALPHA-OMEGA PHARMACY,false,Defendant,Organization,"Four Men and Seven Companies Indicted for Billion-Dollar Telemedicine Fraud Conspiracy, Telemedicine Company and CEO Plead Guilty in Two Fraud Schemes",https://www.justice.gov/opa/pr/four-men-and-seven-companies-indicted-billion-dollar-telemedicine-fraud-conspiracy,Civil Division,"[""Consumer Protection"",""Health Care Fraud""]",2
1467974428,ALPINE MEDICAL,true,"","","","","","",""
1063010619,ALWAYS MEDICAL SUPPLY LLC,false,Defendant,Organization,Durable Medical Equipment Company Owner Sentenced for Health Care Fraud,https://www.justice.gov/usao-sdfl/pr/durable-medical-equipment-company-owner-sentenced-health-care-fraud,"USAO - Florida, Southern","[""Health Care Fraud""]",1
1417287905,AMAZING MEDICAL SERVICES P.C.,true,Organization,Defendant,Four Defendants Sentenced in Private Insurance Health Care Fraud Schemes,https://www.justice.gov/usao-sdfl/pr/four-defendants-sentenced-private-insurance-health-care-fraud-schemes,"USAO - Florida, Southern","[""Health Care Fraud""]",2
1811062789,"AMB HEALTHCARE, INC.",true,Organization,Defendant,Michigan Physician Sentenced to 15 Months in Prison for her Role in a $2.1 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/michigan-physician-sentenced-15-months-prison-her-role-21-million-medicare-fraud-scheme,Criminal Division,"[""Health Care Fraud""]",1
1164418489,"AMBULATORY ANESTHESIA OF ATLANTA, P C",true,Organization,Defendant,False Claims Act Settlements and Judgments Exceed $2 Billion in Fiscal Year 2022,https://www.justice.gov/opa/pr/false-claims-act-settlements-and-judgments-exceed-2-billion-fiscal-year-2022,Civil Division,"[""Servicemembers Initiative"",""False Claims Act"",""Health Care Fraud""]",2
1477279719,AMERICAN HEALTH FOUNDATION,true,Organization,Defendant,False Claims Act Settlements and Judgments Exceed $2 Billion in Fiscal Year 2022,https://www.justice.gov/opa/pr/false-claims-act-settlements-and-judgments-exceed-2-billion-fiscal-year-2022,Civil Division,"[""Servicemembers Initiative"",""False Claims Act"",""Health Care Fraud""]",2
1740391283,"AMERICAN NEUROMONITORING ASSOCIATES, PC",true,Organization,Defendant,Georgia Doctor Pleads Guilty to False Billing for Surgical Monitoring Performed by Medical Assistant,https://www.justice.gov/usao-ndga/pr/georgia-doctor-pleads-guilty-false-billing-surgical-monitoring-performed-medical,"USAO - Georgia, Northern","[""Health Care Fraud""]",1
1720019557,AMERICAN THERAPEUTIC CORPORATION,false,Person,Defendant,Assistant Attorney General Leslie R. Caldwell Delivers Remarks at the American Bar Association’s 25th Annual National Institute on Health Care Fraud,https://www.justice.gov/opa/speech/assistant-attorney-general-leslie-r-caldwell-delivers-remarks-american-bar-association-s,Criminal Division,"[""Health Care Fraud""]",5
1720019557,AMERICAN THERAPEUTIC CORPORATION,false,Defendant,Organization,Miami-Area Certified Nursing Assistant Sentenced to 150 Months in Prison for Role in $200 Million Medicare Fraud Scheme,https://www.justice.gov/opa/pr/miami-area-certified-nursing-assistant-sentenced-150-months-prison-role-200-million-medicare,Criminal Division,"[""Health Care Fraud""]",5
1134517568,AMERICAN UNITED PHARMACY CORP,true,Organization,Defendant,Florida and Georgia Health Care Fraud Law Enforcement Action Results in Charges against 67 Individuals ,https://www.justice.gov/opa/pr/florida-and-georgia-health-care-fraud-law-enforcement-action-results-charges-against-67,Criminal Division,"[""Health Care Fraud""]",1
1922487891,AMERICAN WARRIORS INC,true,Organization,Defendant,Husband and Wife Charged in $1.16 Million Medicare Fraud Scheme,https://www.justice.gov/usao-ndil/pr/husband-and-wife-charged-116-million-medicare-fraud-scheme,Federal Bureau of Investigation (FBI),"[""Elder Justice"",""Health Care Fraud"",""Identity Theft""]",1
